run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,0,has_close_elements,1,,0.8,0.0,3.742,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,1,separate_paren_groups,0,,0.8,0.0,4.177,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,2,truncate_number,1,,0.5,0.0,2.442,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,3,below_zero,1,,0.6,0.0,3.156,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,4,mean_absolute_deviation,1,,0.8,0.0,2.962,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,5,intersperse,1,,0.6,0.0,3.987,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,6,parse_nested_parens,0,,0.6,0.0,4.142,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,7,filter_by_substring,1,,0.6,0.0,3.252,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,8,sum_product,1,,0.5,0.0,3.123,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,9,rolling_max,1,,0.5,0.0,3.468,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,10,make_palindrome,1,,0.8,0.0,3.746,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,11,string_xor,1,,0.6,0.0,2.715,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,12,longest,0,,0.7,0.0,2.612,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,13,greatest_common_divisor,1,,0.5,0.0,2.91,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,14,all_prefixes,1,,0.8,0.0,3.29,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,15,string_sequence,1,,0.5,0.0,2.862,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,16,count_distinct_characters,1,,0.2,0.0,2.409,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,17,parse_music,0,,0.7,0.0,3.553,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,18,how_many_times,1,,0.6,0.0,3.146,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,19,sort_numbers,1,,0.8,0.0,4.079,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,20,find_closest_elements,1,,0.8,0.0,4.835,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,21,rescale_to_unit,1,,0.5,0.0,3.033,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,22,filter_integers,1,,0.5,0.0,2.668,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,23,strlen,1,,0.5,0.0,2.239,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,24,largest_divisor,0,,0.6,0.0,2.84,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,25,factorize,1,,0.6,0.0,3.86,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,26,remove_duplicates,0,,0.8,0.0,2.677,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,27,flip_case,1,,0.5,0.0,2.364,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,28,concatenate,1,,0.6,0.0,2.799,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,29,filter_by_prefix,1,,0.6,0.0,3.175,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,30,get_positive,1,,0.5,0.0,2.786,0,0,0
20260404_152705,phase3-baseline-t0.0-r2,baseline,0.0,0.6,31,is_prime,1,,0.0,0.0,2.995,0,0,0
