run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,25,factorize,1,0.5,0.0,0.5,2.684,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,26,remove_duplicates,0,0.2,0.0,0.2,2.321,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,27,flip_case,1,0.5,0.0,0.5,1.519,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,28,concatenate,1,0.5,0.0,0.5,1.731,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,29,filter_by_prefix,1,0.5,0.0,0.5,2.239,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,30,get_positive,1,0.5,0.0,0.5,1.849,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,31,is_prime,1,0.5,0.0,0.5,2.263,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,32,find_zero,0,0.5,0.0,0.5,3.432,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,33,sort_third,0,0.5,0.0,0.5,1.919,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,34,unique,1,0.2,0.0,0.2,1.677,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,35,max_element,1,0.5,0.0,0.5,1.568,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,36,fizz_buzz,0,0.0,0.0,0.0,2.273,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,37,sort_even,0,0.5,0.0,0.5,2.145,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,38,decode_cyclic,0,0.5,0.0,0.5,4.223,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,39,prime_fib,0,0.5,0.0,0.5,2.418,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,40,triples_sum_to_zero,0,0.5,0.0,0.5,2.714,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,41,car_race_collision,0,0.5,0.0,0.5,1.858,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,42,incr_list,1,0.5,0.0,0.5,1.812,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,43,pairs_sum_to_zero,1,0.5,0.0,0.5,2.249,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,44,change_base,1,0.2,0.0,0.2,2.516,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,45,triangle_area,1,0.0,1.0,-1.0,1.811,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,46,fib4,0,0.5,0.0,0.5,3.379,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,47,median,1,0.5,0.0,0.5,2.63,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,48,is_palindrome,1,0.5,1.0,-0.5,1.837,0,0
20260308_193904,mon-t0.0-th0.6,with_monitoring,0.0,0.6,49,modp,0,0.0,0.0,0.0,1.425,0,0
