run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed
20260308_184038,baseline-t0.7,baseline,0.7,0.6,0,has_close_elements,1,,0.0,0.0,1.758,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,1,separate_paren_groups,0,,0.0,0.0,2.759,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,2,truncate_number,1,,1.0,0.0,0.86,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,3,below_zero,1,,0.0,0.0,1.536,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,4,mean_absolute_deviation,1,,0.0,0.0,1.407,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,5,intersperse,1,,0.0,0.0,1.835,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,6,parse_nested_parens,1,,0.0,0.0,2.78,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,7,filter_by_substring,1,,0.0,0.0,1.334,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,8,sum_product,1,,0.0,0.0,1.654,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,9,rolling_max,1,,0.0,0.0,1.712,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,10,make_palindrome,0,,1.0,0.0,7.323,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,11,string_xor,1,,0.0,0.0,2.41,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,12,longest,1,,0.0,0.0,1070.45,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,13,greatest_common_divisor,1,,0.0,0.0,1.347,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,14,all_prefixes,1,,1.0,0.0,1.443,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,15,string_sequence,1,,0.0,0.0,1069.81,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,16,count_distinct_characters,1,,0.0,0.0,0.974,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,17,parse_music,0,,1.0,0.0,1.817,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,18,how_many_times,1,,0.0,0.0,920.163,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,19,sort_numbers,1,,0.0,0.0,2.001,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,20,find_closest_elements,1,,0.0,0.0,2.83,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,21,rescale_to_unit,1,,0.0,0.0,364.197,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,22,filter_integers,1,,0.0,0.0,1.32,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,23,strlen,1,,0.0,0.0,0.821,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,24,largest_divisor,0,,0.0,0.0,1.375,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,25,factorize,1,,0.0,0.0,2.146,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,26,remove_duplicates,0,,0.0,0.0,1.377,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,27,flip_case,1,,0.0,0.0,0.86,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,28,concatenate,1,,0.0,0.0,0.97,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,29,filter_by_prefix,1,,1.0,0.0,1.295,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,30,get_positive,1,,0.0,0.0,1.005,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,31,is_prime,1,,0.0,0.0,1.621,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,32,find_zero,0,,1.0,0.0,1.69,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,33,sort_third,0,,0.0,0.0,1.785,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,34,unique,1,,1.0,0.0,0.756,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,35,max_element,1,,0.0,0.0,0.808,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,36,fizz_buzz,0,,0.0,0.0,1.425,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,37,sort_even,0,,0.0,0.0,1.106,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,38,decode_cyclic,0,,0.0,0.0,1.953,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,39,prime_fib,0,,0.0,0.0,1.84,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,40,triples_sum_to_zero,0,,0.0,0.0,1.673,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,41,car_race_collision,0,,0.0,0.0,1.032,0,0
20260308_184038,baseline-t0.7,baseline,0.7,0.6,42,incr_list,1,,0.0,0.0,0.976,0,0
