run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed
20260308_183917,baseline-t0.3,baseline,0.3,0.6,0,has_close_elements,1,,0.0,0.0,1.84,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,1,separate_paren_groups,0,,0.0,0.0,2.624,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,2,truncate_number,1,,0.0,0.0,0.861,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,3,below_zero,1,,0.0,0.0,1.588,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,4,mean_absolute_deviation,1,,0.0,0.0,1.397,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,5,intersperse,1,,0.0,0.0,2.003,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,6,parse_nested_parens,1,,0.0,0.0,2.733,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,7,filter_by_substring,1,,0.0,0.0,1.324,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,8,sum_product,1,,0.0,0.0,1.664,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,9,rolling_max,0,,0.0,0.0,1.815,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,10,make_palindrome,0,,0.0,0.0,2.367,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,11,string_xor,1,,0.0,0.0,1.287,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,12,longest,0,,0.0,0.0,1.141,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,13,greatest_common_divisor,1,,0.0,0.0,1.404,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,14,all_prefixes,1,,0.0,0.0,1.23,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,15,string_sequence,1,,0.0,0.0,1.062,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,16,count_distinct_characters,1,,0.0,0.0,0.958,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,17,parse_music,0,,0.0,0.0,1.841,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,18,how_many_times,1,,0.0,0.0,1.935,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,19,sort_numbers,1,,0.0,0.0,2.404,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,20,find_closest_elements,1,,0.0,0.0,2.583,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,21,rescale_to_unit,1,,0.0,0.0,1.734,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,22,filter_integers,1,,0.0,0.0,1.123,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,23,strlen,1,,0.0,0.0,0.831,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,24,largest_divisor,0,,0.0,0.0,1.37,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,25,factorize,1,,0.0,0.0,1.905,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,26,remove_duplicates,0,,1.0,0.0,1.375,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,27,flip_case,1,,0.0,0.0,0.865,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,28,concatenate,1,,0.0,0.0,0.981,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,29,filter_by_prefix,1,,0.0,0.0,1.312,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,30,get_positive,1,,0.0,0.0,1.015,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,31,is_prime,1,,0.0,0.0,1.668,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,32,find_zero,0,,0.0,0.0,1.298,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,33,sort_third,0,,0.0,0.0,1.117,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,34,unique,1,,0.0,0.0,0.773,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,35,max_element,1,,0.0,0.0,0.767,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,36,fizz_buzz,0,,0.0,0.0,1.435,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,37,sort_even,0,,0.0,0.0,1.042,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,38,decode_cyclic,0,,0.0,0.0,3.215,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,39,prime_fib,1,,0.0,0.0,2.808,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,40,triples_sum_to_zero,0,,0.0,0.0,1.706,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,41,car_race_collision,0,,0.0,0.0,1.106,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,42,incr_list,1,,0.0,0.0,0.985,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,43,pairs_sum_to_zero,1,,0.0,0.0,1.438,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,44,change_base,1,,0.0,0.0,1.639,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,45,triangle_area,1,,0.0,0.0,0.866,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,46,fib4,0,,0.0,0.0,2.579,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,47,median,1,,0.0,0.0,1.738,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,48,is_palindrome,1,,0.0,0.0,0.84,0,0
20260308_183917,baseline-t0.3,baseline,0.3,0.6,49,modp,1,,0.0,0.0,1.46,0,0
