run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,0,has_close_elements,1,0.5,0.0,0.5,2.698,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,1,separate_paren_groups,1,0.5,0.0,0.5,3.759,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,2,truncate_number,1,0.5,1.0,-0.5,2.147,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,3,below_zero,1,0.5,0.0,0.5,2.388,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,4,mean_absolute_deviation,1,0.0,0.0,0.0,2.36,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,5,intersperse,1,0.5,0.0,0.5,2.792,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,6,parse_nested_parens,0,0.8,0.8,0.0,5.719,1,1
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,7,filter_by_substring,1,0.2,0.0,0.2,2.433,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,8,sum_product,1,0.5,0.0,0.5,2.579,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,9,rolling_max,0,0.2,0.0,0.2,2.872,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,10,make_palindrome,0,0.5,0.0,0.5,3.149,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,11,string_xor,1,0.5,0.0,0.5,2.103,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,12,longest,0,0.5,0.0,0.5,1.93,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,13,greatest_common_divisor,1,0.0,0.0,0.0,2.383,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,14,all_prefixes,1,0.5,0.0,0.5,2.283,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,15,string_sequence,1,0.25,0.0,0.25,1.901,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,16,count_distinct_characters,1,0.5,1.0,-0.5,1.852,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,17,parse_music,0,0.8,0.0,0.8,6.728,1,1
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,18,how_many_times,1,0.2,0.0,0.2,3.421,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,19,sort_numbers,0,0.2,0.0,0.2,3.931,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,20,find_closest_elements,0,0.5,0.0,0.5,4.067,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,21,rescale_to_unit,1,0.25,0.0,0.25,2.59,0,0
