run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,0,has_close_elements,1,0.6,0.6,0.0,18.315,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,1,separate_paren_groups,0,0.6,0.6,0.0,18.137,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,2,truncate_number,1,0.5,0.5,0.0,10.369,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,3,below_zero,1,0.6,0.6,0.0,16.006,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,4,mean_absolute_deviation,1,0.8,0.6,0.2,10.31,1,1,0
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,5,intersperse,1,0.6,0.6,0.0,14.551,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,6,parse_nested_parens,0,0.8,0.8,0.0,15.254,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,7,filter_by_substring,1,0.6,0.5,0.1,15.743,1,1,0
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,8,sum_product,1,0.5,0.5,0.0,13.737,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,9,rolling_max,0,0.8,0.8,0.0,10.255,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,10,make_palindrome,0,0.8,0.8,0.0,12.425,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,11,string_xor,1,0.6,0.6,0.0,13.778,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,12,longest,1,0.6,0.5,0.1,13.817,1,1,0
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,13,greatest_common_divisor,1,0.5,0.5,0.0,9.674,1,0,1
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,14,all_prefixes,1,0.8,0.6,0.2,10.278,1,1,0
20260404_234951,phase3-mon-t0.7-th0.4-r3,with_monitoring,0.7,0.4,15,string_sequence,1,0.5,0.5,0.0,10.076,1,0,1
